Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the�Terms and Conditions�of the Cboe Websites.,,,,
Date,SPX Put/Call Ratio,SPX Put Volume,SPX Call Volume,Total SPX Options Volume
7/6/2010,1.91,446308,233843,680151
7/7/2010,0.91,302882,331481,634363
7/8/2010,1.12,280436,251021,531457
7/9/2010,1.2,376805,315132,691937
7/12/2010,1.49,421390,283127,704517
7/13/2010,1.25,652349,519892,1172241
7/14/2010,1.01,475499,469171,944670
7/15/2010,0.87,365810,421520,787330
7/16/2010,2.22,416822,187961,604783
7/19/2010,1.76,277724,158190,435914
7/20/2010,1.49,258007,173110,431117
7/21/2010,2.48,496196,199764,695960
7/22/2010,1.27,229104,180425,409529
7/23/2010,1.59,296888,186205,483093
7/26/2010,1.7,256861,151049,407910
7/27/2010,1.4,279835,200452,480287
7/28/2010,1.99,211544,106265,317809
7/29/2010,1.74,207817,119150,326967
7/30/2010,1.18,228363,193948,422311
8/2/2010,2.1,413466,196904,610370
8/3/2010,1.27,246879,194021,440900
8/4/2010,3.29,333891,101417,435308
8/5/2010,2.67,287807,107609,395416
8/6/2010,1.74,279442,160365,439807
8/9/2010,2.01,234983,117091,352074
8/10/2010,2.49,311464,125181,436645
8/11/2010,1.64,476682,291174,767856
8/12/2010,2.98,444674,149367,594041
8/13/2010,1.83,274615,149993,424608
8/16/2010,1.55,381664,246236,627900
8/17/2010,1.72,462916,269395,732311
8/18/2010,1.92,692770,361525,1054295
8/19/2010,1.31,581072,442228,1023300
8/20/2010,2.03,471009,232471,703480
8/23/2010,1.78,285260,160060,445320
8/24/2010,0.87,253205,290972,544177
8/25/2010,1.97,414968,210619,625587
8/26/2010,1.47,353615,240743,594358
8/27/2010,1.11,381093,343799,724892
8/30/2010,3.04,361417,118995,480412
8/31/2010,1.82,299674,164500,464174
9/1/2010,1.21,528544,438618,967162
9/2/2010,1.31,274573,210312,484885
9/3/2010,2.08,458007,220653,678660
9/7/2010,2,325774,163212,488986
9/8/2010,2.04,402237,197068,599305
9/9/2010,1.88,491183,261832,753015
9/10/2010,1.95,457802,234282,692084
9/13/2010,0.92,446342,486545,932887
9/14/2010,1.58,543980,344231,888211
9/15/2010,1.53,692490,453308,1145798
9/16/2010,1.03,519709,505167,1024876
